,title,price,link
253,"Acer Aspire Lite 13th Gen Intel Core i5-1334U Thin and Light Premium Laptop (16 GB RAM/512GB SSD/MS Office/Backlit Keyboard) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body,Steel Gray,1.59 KG","52,999",https://amazon.in/Acer-i5-1334U-Premium-Keyboard-AL15-53/dp/B0DPXBBPB7/ref=sr_1_260?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.6ZQHfCOxKi7ErxqGm8SsDnO9tk1QicEzlDFjEEPMAc7pIQihdJ4mXhge6YtmLl_TaYFaftyhXrUNSzV0V6hMZeSPds_i7QMkNbESJrZBDqSiDPpiAlYK-OGrzOmE6sacq00bNPf8rJwGqs16KmqeWb05TxjA0k5GBrAi4UjPtJF0chZBFf0tv8KkAfDc_e6n4fRIHXH6dsKBuqalKbogPw2aYzu3olM7a27zBPxcLhc.se5UUPFC7_gkA1qOzXXSxNP1Vkveu2T-ylGlJu8ESxU&dib_tag=se&keywords=laptop&qid=1739981544&sprefix=laptop%2Caps%2C345&sr=8-260
285,"Acer Aspire Lite 13th Gen Intel Core i5-1334U Thin and Light Premium Laptop (16 GB RAM/512GB SSD/MS Office/Backlit Keyboard) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body,Steel Gray,1.59 KG","52,999",https://amazon.in/Acer-i5-1334U-Premium-Keyboard-AL15-53/dp/B0DPXBBPB7/ref=sr_1_286?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.7c7jCl8iVuNW85u989NVeQHZAqNSxwAs4rOmKiJjGx95v67KQvI3-GwF7KEi-V4gwFg5OMl97jWhpRyvAXI03Zsa7Qens6h3yP__zfnCk6Ls2DG-JN29qfA4jJLHwkLtsIqnqNYlupzCxMxOUNy0w_2o3NBUaqimt9z5qZdJc-0zk8FlxNFTsgO74LXV78lwbkDQH7PKTidbh9nMNg82gv5foEo8s4b_9guwYfneIZo.4oi4fNCAb0sg8PFaHO5ujwCGnDLC9qAAMgV1lOemGd8&dib_tag=se&keywords=laptop&qid=1739981555&sprefix=laptop%2Caps%2C345&sr=8-286
317,"MSI Modern 15 H AI, Intel 1st Gen. Ultra 5 125H,Built-in AI, 40CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Intel Arc/Classic Black/1.9Kg), C1MG-049IN","52,800",https://amazon.in/sspa/click?ie=UTF8&spc=MTozNjI0ODU3NjAyNjc3MzIxOjE3Mzk5ODE0MDY6c3BfbXRmOjMwMDQ1NjkzMTQ3NDYzMjo6MDo6&url=%2FMSI-Modern-Windows-Classic-C1MG-049IN%2Fdp%2FB0D3W6WTPW%2Fref%3Dsr_1_43_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.diilpvh_a3hsngxrfeRzX7vVEt_vARV40xZAIACo5V7G2Xkbnuq_9vw2fMaQ8hsXKdOrbcZ3RMPtxbh26p0C6dE3XExkADzCd1gDAgioioGXzgw-yFlp28EXWbl8N6artChTzFH0DFOFC1zwXsZjVJROlW_-C0fYpvcY3LrQ4YuOsL2TEvpJyA4L2NzWMegqNsd-5EzsahHp4om0c0JTJOUFj7-900lMmBcqFYpS9kg.GV3EAhqu8VxUBopa5GD9A1nkbj-kyE2Ndx0DJ3NkdmA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981406%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
26,"Lenovo IdeaPad Slim 3 12th Gen Intel® Core™ i5-12450H 15.6 inch (39.6cm) FHD Laptop (16GB/512GB SSD/Windows 11/Office 2024/Alexa Built-in/1Yr ADP Free/3 Month Game Pass/Arctic Grey/1.62Kg), 83ER00KPIN","51,100",https://amazon.in/Lenovo-IdeaPad-i5-12450H-Windows-83ER00KPIN/dp/B0DR96PF63/ref=sr_1_100?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.wZCRS2kbIqbkZQ1YIS8m_hrOPk5qM5mYTO7zfdbCERfNQMhcaLu-DJk7kzZ2l06y3JlUhPMRATeTvxkkI5XdBXfvuh6gw9EbrvechQArzq14dAZ63JnbWd79TBbu1lX49L_S4YaRkr8hoYJjrNZKI6UsY2BWAyUIbDcN6z3yMeh9FmHG9Ol0hU9W2ycpTMOm2GYMR_zpii4S6LbQnSdPQfdFDPofhqmmoDFd3aerehU.cBsJrfvK8Hpy7XKoXwB90Bk38pz99pmjG3-pw-iyRIE&dib_tag=se&keywords=laptop&qid=1739981446&sprefix=laptop%2Caps%2C345&sr=8-100
348,"
Lenovo IdeaPad Slim 3 12th Gen Intel® Core™ i5-12450H 15.6 inch
              (39.6cm) FHD Laptop (16GB/512GB SSD/Windows 11/Office 2024/Alexa
              Built-in/1Yr ADP Free/3 Month Game Pass/Arctic Grey/1.62Kg),
              83ER00KPIN
","51,100",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4Nzc2NTU5NjcxNjIyMDYyOjE3Mzk5ODEzODM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ2MzY4MjExMTMzMjo6Mzo6&url=%2FLenovo-IdeaPad-i5-12450H-Windows-83ER00KPIN%2Fdp%2FB0DR96PF63%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D36REPC42ZM5VI%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DR96PF63%26pd_rd_r%3D26e9e95b-86dc-4520-a4a1-8b906c89edd4%26pd_rd_w%3DV6JQy%26pd_rd_wg%3DhX79w%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DK2MHY0YS22S0T0W3HYT0%26qid%3D1739981383%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D1-19-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
331,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Intel UHD Graphics/Win 11/MSO 21/Backlit KB/1 Yr ADP Free/Grey/1.6Kg), 83ER008DIN","50,500",https://amazon.in/sspa/click?ie=UTF8&spc=MTozMTM1MTE4MTcxNTM2MTA3OjE3Mzk5ODE0MTg6c3BfYXRmX25leHQ6MzAwMTAzNDk4NTg2MTMyOjowOjo&url=%2FLenovo-IdeaPad-i5-12450H-Warranty-83ER008DIN%2Fdp%2FB0CNVH114V%2Fref%3Dsr_1_50_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.I9NEG32TRrQSIhdkO5jOcVIwX-6J8oawcCrbprdGGI15hiohuAXjjm_gbmb8LfVGDlYXw4L58InYxjh_c1-nH347pcIwUHIFFTIgLBTyBAY7quzFqba62PxkTuneZs0faSUImoFlCR5HuohzMUAZuBrxQyDwz-Kkz4JEt1egHiGk94hqMtVdzXVtq8_4bFsH_OLyI9v8fPnAkUTXYZ9ScEKcg65dKtjectfigAQbT6Q.Zb2axZQbKbGYY-vfXoO55KmQZw9fYFdOJN4IxSwRIjY%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981418%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
216,"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Win 11/Office 2021/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS00U00","50,390",https://amazon.in/sspa/click?ie=UTF8&spc=MToyODEwODY5MTgwMjg2ODM3OjE3Mzk5ODE1MjU6c3BfbXRmOjMwMDM0Nzc0MzEwMjczMjo6MDo6&url=%2FLenovo-ThinkPad-Graphics-Keyboard-21JRS00U00%2Fdp%2FB0C7HYBQW1%2Fref%3Dsr_1_235_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.DGthaLWd3gRfU27bXIn9DEzFOSeD9feceiGBqQZw9OWce2LqJ_1BIn861V36SKCj_CtmAlZMFY_gsWJ2armSLG84ny8_VEXjqHHRXXyYt90WxPPF_28p3RzcRij0l4aykZGTh3Ed4uoCZnKtKFD03nXY1D4nESUsIYhZ8OcAK4n38Ii0D-DXnmdF2ijPVH1j0c7pEZJcGOxrtkk6hDqrZEZ5RMeIcht3UtLYiHCAsE0.yQk7NOTQs3rTCB9wzmF8bCktbdv1eAz1cp-w-UNFjzA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981525%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-235-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
153,"HP 15, 12th Gen Intel Core i5-1235U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu","49,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTo2NDAwMTA1NjU3NTU1NTYzOjE3Mzk5ODEzODM6c3BfYnRmOjMwMDQ2ODY3OTg0NTUzMjo6MDo6&url=%2FHP-Keyboard-15-6-inch-fy5009TU-fd0111tu%2Fdp%2FB0D4M66F6R%2Fref%3Dsr_1_37_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.eFCUMhD-naMzRtSQBmiuOJB8G3yluTCjxCcPytXQ7Agpjlq2MQF6_49XSryID1exwn2avL63j5MY4vF5DCalYcCHO9_j29i-Hap_-GBF7MvxbbMoCrbOectN4hHGhClD9f_dyJ0hi6SIg-AtI2QuAI3dlUa1U6OSbKX1PiqKQ4WnJEK2NDt8Rs_GQToQOcS_uEeYhYdA-ticQqnq3Q8MblWkXU89Yj6p3X4ndTt8CC4.fQ39sEce-DWCnkEey1WUWpyVdqIqjSck1fElItrhl50%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981383%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
62,"Acer Aspire Lite 13th Gen Intel Core i5-1334U Thin and Light Premium Laptop (Windows 11 Home/16 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","48,999",https://amazon.in/Acer-i5-1334U-Premium-Windows-AL15-53/dp/B0DPXCXDJ7/ref=sr_1_127?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.mdRkxVkb_bIQspR2XQZXT2ItRha7T4qDqls4tkuPN-cSBOK9HYdy1TG9fZbPQIrfXNPCfX4izdffZf4kD6J0_MY3nLcomZAFZjD9X6gFKyYh1bGHGnqjA0c8yXCWnSr5-P2XBPxy8PTcOyQtA3scvYHX-7QVpgLQChNL0Dc9XJJoH6mNHgeVAaAqliR204bLYZOPDe88SPnkXyqQK2GV0M3BR-ZWTnH-kN9qCL4rgVo.Vut9q1RYqk8MlEVpGzSVHgmMZ1hPQnaO59XV2wEFlhw&dib_tag=se&keywords=laptop&qid=1739981455&sprefix=laptop%2Caps%2C345&sr=8-127
82,"Lenovo ThinkBook 15 G5 AMD Ryzen 7 7730U 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA00BIN","48,000",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0OTU2MzgzODI5MjAwOTMxOjE3Mzk5ODE0NjQ6c3BfbXRmOjMwMDM0Nzc0MzEwMjYzMjo6MDo6&url=%2FLenovo-ThinkBook-Antiglare-Fingerprint-21JFA00BIN%2Fdp%2FB0CGCRRC1Z%2Fref%3Dsr_1_139_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.nNeSRUCOLR_fzr7Xi2dp6XTTBfbK7YSiu_U2GDEHuDyexL5u36cKAbtgoZXPLVgQpa-hKSQ0QfUy4bYU1AmXMP5oErU9L5kctJ0DA56mrxXq4qSNPTkkEtGZ7Ke9xCRMil6Jnvv16HQc42m5cF5f4EFKuPNweqnB3xYcg7pJHFyqa8rB7-ze-vmAHjeOJl_5KTPWqTm_QBP6bDxctZbvjvEzkpLr2AG9QPJmasCxktg.L-t0pC9RjXeMQkC4uh3gon4DZF7EQ4lSmCfezG_kwP4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981464%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
48,"Dell Vostro 15 3520 Laptop - 15.6 inch (39.62cm) FHD Display, Intel Core i5-1235U, 8 GB RAM, 512 GB SSD, Titan Grey, 1.69Kg, Ideal for Business Users, Perfect for Productivity and Collaboration","46,490",https://amazon.in/sspa/click?ie=UTF8&spc=MTozODgwMzc0NTQ0MDk5MTA4OjE3Mzk5ODE0NTU6c3BfYXRmX25leHQ6MzAwMDUwNzc5NTk0NjMyOjowOjo&url=%2FDell-Vostro-3520-Laptop-Collaboration%2Fdp%2FB0BQJ7NMVM%2Fref%3Dsr_1_114_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.mdRkxVkb_bIQspR2XQZXT2ItRha7T4qDqls4tkuPN-cSBOK9HYdy1TG9fZbPQIrfXNPCfX4izdffZf4kD6J0_MY3nLcomZAFZjD9X6gFKyYh1bGHGnqjA0c8yXCWnSr5-P2XBPxy8PTcOyQtA3scvYHX-7QVpgLQChNL0Dc9XJJoH6mNHgeVAaAqliR204bLYZOPDe88SPnkXyqQK2GV0M3BR-ZWTnH-kN9qCL4rgVo.Vut9q1RYqk8MlEVpGzSVHgmMZ1hPQnaO59XV2wEFlhw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981455%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
267,"Dell Vostro 15 3520 Laptop - 15.6 inch (39.62cm) FHD Display, Intel Core i5-1235U, 8 GB RAM, 512 GB SSD, Titan Grey, 1.69Kg, Ideal for Business Users, Perfect for Productivity and Collaboration","46,490",https://amazon.in/Dell-Vostro-3520-Laptop-Collaboration/dp/B0BQJ7NMVM/ref=sr_1_273?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.6ZQHfCOxKi7ErxqGm8SsDnO9tk1QicEzlDFjEEPMAc7pIQihdJ4mXhge6YtmLl_TaYFaftyhXrUNSzV0V6hMZeSPds_i7QMkNbESJrZBDqSiDPpiAlYK-OGrzOmE6sacq00bNPf8rJwGqs16KmqeWb05TxjA0k5GBrAi4UjPtJF0chZBFf0tv8KkAfDc_e6n4fRIHXH6dsKBuqalKbogPw2aYzu3olM7a27zBPxcLhc.se5UUPFC7_gkA1qOzXXSxNP1Vkveu2T-ylGlJu8ESxU&dib_tag=se&keywords=laptop&qid=1739981544&sprefix=laptop%2Caps%2C345&sr=8-273
300,"Dell Vostro 15 3520 Laptop - 15.6 inch (39.62cm) FHD Display, Intel Core i5-1235U, 8 GB RAM, 512 GB SSD, Titan Grey, 1.69Kg, Ideal for Business Users, Perfect for Productivity and Collaboration","46,490",https://amazon.in/Dell-Vostro-3520-Laptop-Collaboration/dp/B0BQJ7NMVM/ref=sr_1_296?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.9P3PdbiA7C9g-YyuqxVOKcm24nfASEJJC1v7q506kjBcEAkHPTbTJhnOSzSerZ0aIKY6JMxExWWaAPScwyU1I3js4T-vFxrieIs-5hPTlKrnPUY1U0ivmEWCdgNroCQKPwYf76Dxa_gyfXtssXPCw-_6t2IzOM6koyDAbVgdZAtAF_NdUolbBVulMFnaBIYeQHdPVrspg0zjY9_LnSWbE1M5Cwd8bdWxrGvw4A1tarI.yvdtu4tSkMwANt0J4yERXrHmMVGZ13ZDY1OpvxOMeVs&dib_tag=se&keywords=laptop&qid=1739981564&sprefix=laptop%2Caps%2C345&sr=8-296
240,"MSI Modern 14, Intel 12th Gen. i7 1255U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg), C12MO-1202IN","45,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTo2MDI1NjcwNTY1NzU0Njk6MTczOTk4MTUzNTpzcF9tdGY6MzAwNDM4MDE0ODE3NDMyOjowOjo&url=%2FMSI-Modern-Windows-Classic-C12MO-1202IN%2Fdp%2FB0D22LZFNT%2Fref%3Dsr_1_252_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.7ZgPmNgyOzSGPJUq09HPPgXpo5X8QPyN9BfxUG5by8lP58ofFqiKzbMTafN-oBy15uNtBULDHsstf1bTLIvoARLF3w-rlqpusHy-w3exfuz15kfan1bno0XJWPcdyKitf_EzMFrFrVcbZrRyXIny5WQjVyYO_e3b2foXnUoHPFOlh6rhYi1_b-JyD_4T_S8Lf4pF8HzE8JNDCyM2-Uxm3tL-5qZGqVp3_B0fB-qmL8c.PX6y45nnbUPjxZfGVyt13-fFNTF5oa73WK9BbSpgOXM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981535%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-252-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
365,"MSI Modern 14, Intel 12th Gen. i7 1255U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg), C12MO-1202IN","45,990",https://amazon.in/sspa/click?ie=UTF8&spc=MToyNTk4NDYxMjYzMjcxMTc3OjE3Mzk5ODE0Mjg6c3BfbXRmOjMwMDQzODAxNDgxNzQzMjo6MDo6&url=%2FMSI-Modern-Windows-Classic-C12MO-1202IN%2Fdp%2FB0D22LZFNT%2Fref%3Dsr_1_75_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.uuIiL249xSton8x94GYpldKN-tg8Il8dxVLNEU987kzitcWnPW8muMnrYAZjjwd7G1CVWXz8W6EM-9E_uZ2N6U5yDtLT2CtRp1zVXr2BMUgP-GaS7644SeLmrW1Ai4WSEZrfx6cZzj8sA5Vf0D7fmMT4mYIV2RZAkBbCDLpm275Ca5JbznWlsJiO0JurDTwNrIEqOtNcED6UN0PjocICSD479DYlLGACI48HWKzPnKE._vDKGM66_LGvV7NQiUW4YDs2wkcpPp6om5oXcPXxD18%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981428%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
341,"Lenovo IdeaPad 1 AMD Ryzen 7 5700U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400EHIN","45,690",https://amazon.in/sspa/click?ie=UTF8&spc=MTozMTM1MTE4MTcxNTM2MTA3OjE3Mzk5ODE0MTg6c3BfbXRmOjMwMDQ1Njg5MjQ1OTAzMjo6MDo6&url=%2FLenovo-IdeaPad-Laptop-Windows-82R400EHIN%2Fdp%2FB0DC7TKKX7%2Fref%3Dsr_1_59_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.I9NEG32TRrQSIhdkO5jOcVIwX-6J8oawcCrbprdGGI15hiohuAXjjm_gbmb8LfVGDlYXw4L58InYxjh_c1-nH347pcIwUHIFFTIgLBTyBAY7quzFqba62PxkTuneZs0faSUImoFlCR5HuohzMUAZuBrxQyDwz-Kkz4JEt1egHiGk94hqMtVdzXVtq8_4bFsH_OLyI9v8fPnAkUTXYZ9ScEKcg65dKtjectfigAQbT6Q.Zb2axZQbKbGYY-vfXoO55KmQZw9fYFdOJN4IxSwRIjY%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981418%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
329,"Lenovo IdeaPad Slim 1 AMD Ryzen 7 5700U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1 Year Warranty + 1 Year ADP/Cloud Grey/1.6Kg), 82R400EFIN","45,190",https://amazon.in/sspa/click?ie=UTF8&spc=MTozNjI0ODU3NjAyNjc3MzIxOjE3Mzk5ODE0MDY6c3BfYnRmOjMwMDQ3MjU5MDQxMTUzMjo6MDo6&url=%2FLenovo-IdeaPad-Windows-Warranty-82R400EFIN%2Fdp%2FB0CYPX4D1T%2Fref%3Dsr_1_54_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.diilpvh_a3hsngxrfeRzX7vVEt_vARV40xZAIACo5V7G2Xkbnuq_9vw2fMaQ8hsXKdOrbcZ3RMPtxbh26p0C6dE3XExkADzCd1gDAgioioGXzgw-yFlp28EXWbl8N6artChTzFH0DFOFC1zwXsZjVJROlW_-C0fYpvcY3LrQ4YuOsL2TEvpJyA4L2NzWMegqNsd-5EzsahHp4om0c0JTJOUFj7-900lMmBcqFYpS9kg.GV3EAhqu8VxUBopa5GD9A1nkbj-kyE2Ndx0DJ3NkdmA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981406%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
346,"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), FY5008TU Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, Backlit KB, HD Camera, fq5329tu","45,022",https://amazon.in/HP-Graphics-Backlit-fq5202TU-fq5329TU/dp/B0CJM5Z6FY/ref=sr_1_64?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.I9NEG32TRrQSIhdkO5jOcVIwX-6J8oawcCrbprdGGI15hiohuAXjjm_gbmb8LfVGDlYXw4L58InYxjh_c1-nH347pcIwUHIFFTIgLBTyBAY7quzFqba62PxkTuneZs0faSUImoFlCR5HuohzMUAZuBrxQyDwz-Kkz4JEt1egHiGk94hqMtVdzXVtq8_4bFsH_OLyI9v8fPnAkUTXYZ9ScEKcg65dKtjectfigAQbT6Q.Zb2axZQbKbGYY-vfXoO55KmQZw9fYFdOJN4IxSwRIjY&dib_tag=se&keywords=laptop&qid=1739981418&sprefix=laptop%2Caps%2C345&sr=8-64
13,"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Intel UHD Graphics, HD Camera, Backlit Keyboard fy5008TU","44,999",https://amazon.in/HP-i5-1235U-Anti-Glare-15-6-inch-Graphics/dp/B0D4M1XZ3D/ref=sr_1_94?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.os94n36cK4_OwBRZVexVVGuAwrjTQvocAnQ52aGAhECeHv4IOonIO2SqlDFkuTPCVj_MNTSajDSYE5JArGqUnBu4XeF1jr5YC7XG5bNLl5ZCu0pjPfk7kBChSEUpYu-LSJ2lqkchX_KQMwZVacRlt15q0YbsRaBsJ3QU7RAHnZ0dpQfBAXKPBVQy8DnaMq95VXefhvEg_8CCIbfV74gAAqcthlOKI6CA3V_M1bMplFU.i5YaJCJknKvLjobAiMp1uFpoFYEsYJM7EjqkEDE98TY&dib_tag=se&keywords=laptop&qid=1739981437&sprefix=laptop%2Caps%2C345&sr=8-94
18,"HP 15 Pavilion AMD Ryzen 5 7530U, 15.6-inch FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, 720p HD Camera, Backlit KB, Audio by B&O (Win 11 Home, MSO 2021, Silver, 1.75 kg), eh3036AU / EH2050AU","44,490",https://amazon.in/HP-Pavilion-Graphics-Backlit-15-eh2050au/dp/B0CFLMMWY2/ref=sr_1_99?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.os94n36cK4_OwBRZVexVVGuAwrjTQvocAnQ52aGAhECeHv4IOonIO2SqlDFkuTPCVj_MNTSajDSYE5JArGqUnBu4XeF1jr5YC7XG5bNLl5ZCu0pjPfk7kBChSEUpYu-LSJ2lqkchX_KQMwZVacRlt15q0YbsRaBsJ3QU7RAHnZ0dpQfBAXKPBVQy8DnaMq95VXefhvEg_8CCIbfV74gAAqcthlOKI6CA3V_M1bMplFU.i5YaJCJknKvLjobAiMp1uFpoFYEsYJM7EjqkEDE98TY&dib_tag=se&keywords=laptop&qid=1739981437&sprefix=laptop%2Caps%2C345&sr=8-99
353,"Lenovo Ideapad Slim 3 AMD Ryzen 5 7520U 15.6"" (39.6Cm) FHD Thin and Light Laptop (16Gb/512GB SSD/Win 11/Office 2021/Backlit Keyboard/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82XQ008VIN","43,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTozMTM1MTE4MTcxNTM2MTA3OjE3Mzk5ODE0MTg6c3BfYnRmOjMwMDA0MzY5NjM3OTAzMjo6MDo6&url=%2FLenovo-Ideapad-Backlit-Keyboard-82XQ008VIN%2Fdp%2FB0CD4BQ4SF%2Fref%3Dsr_1_70_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.I9NEG32TRrQSIhdkO5jOcVIwX-6J8oawcCrbprdGGI15hiohuAXjjm_gbmb8LfVGDlYXw4L58InYxjh_c1-nH347pcIwUHIFFTIgLBTyBAY7quzFqba62PxkTuneZs0faSUImoFlCR5HuohzMUAZuBrxQyDwz-Kkz4JEt1egHiGk94hqMtVdzXVtq8_4bFsH_OLyI9v8fPnAkUTXYZ9ScEKcg65dKtjectfigAQbT6Q.Zb2axZQbKbGYY-vfXoO55KmQZw9fYFdOJN4IxSwRIjY%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981418%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
