,title,price,link
11,"(Refurbished) Dell Vostro 3420 Laptop,12th Gen Intel Core i3-1215U, 8GB & 512GB SSD, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Windows 11 + MSO'21, Carbon Black (D552325WIN9BE, 1.48 KGs)","28,041",https://amazon.in/Renewed-Dell-Vostro-i3-1215U-35-56Cms/dp/B0BTYMRV3K/ref=sr_1_93?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.os94n36cK4_OwBRZVexVVGuAwrjTQvocAnQ52aGAhECeHv4IOonIO2SqlDFkuTPCVj_MNTSajDSYE5JArGqUnBu4XeF1jr5YC7XG5bNLl5ZCu0pjPfk7kBChSEUpYu-LSJ2lqkchX_KQMwZVacRlt15q0YbsRaBsJ3QU7RAHnZ0dpQfBAXKPBVQy8DnaMq95VXefhvEg_8CCIbfV74gAAqcthlOKI6CA3V_M1bMplFU.i5YaJCJknKvLjobAiMp1uFpoFYEsYJM7EjqkEDE98TY&dib_tag=se&keywords=laptop&qid=1739981437&sprefix=laptop%2Caps%2C345&sr=8-93
55,"HP Laptop 245 G9 (2024), AMD Ryzen 3 3250U Dual Core - (16GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/14 (35.56cm)/Silver/1.47 kg/MS Office 2021","28,030",https://amazon.in/HP-Laptop-245-G9-Ryzen/dp/B0DJCZB7QS/ref=sr_1_121?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.mdRkxVkb_bIQspR2XQZXT2ItRha7T4qDqls4tkuPN-cSBOK9HYdy1TG9fZbPQIrfXNPCfX4izdffZf4kD6J0_MY3nLcomZAFZjD9X6gFKyYh1bGHGnqjA0c8yXCWnSr5-P2XBPxy8PTcOyQtA3scvYHX-7QVpgLQChNL0Dc9XJJoH6mNHgeVAaAqliR204bLYZOPDe88SPnkXyqQK2GV0M3BR-ZWTnH-kN9qCL4rgVo.Vut9q1RYqk8MlEVpGzSVHgmMZ1hPQnaO59XV2wEFlhw&dib_tag=se&keywords=laptop&qid=1739981455&sprefix=laptop%2Caps%2C345&sr=8-121
37,"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 PRO) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021","26,990",https://amazon.in/Lenovo-V15-Ryzen-7320U-Quad/dp/B0DHFSN5M7/ref=sr_1_110?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.wZCRS2kbIqbkZQ1YIS8m_hrOPk5qM5mYTO7zfdbCERfNQMhcaLu-DJk7kzZ2l06y3JlUhPMRATeTvxkkI5XdBXfvuh6gw9EbrvechQArzq14dAZ63JnbWd79TBbu1lX49L_S4YaRkr8hoYJjrNZKI6UsY2BWAyUIbDcN6z3yMeh9FmHG9Ol0hU9W2ycpTMOm2GYMR_zpii4S6LbQnSdPQfdFDPofhqmmoDFd3aerehU.cBsJrfvK8Hpy7XKoXwB90Bk38pz99pmjG3-pw-iyRIE&dib_tag=se&keywords=laptop&qid=1739981446&sprefix=laptop%2Caps%2C345&sr=8-110
362,"HP 247 G8 Laptop (AMD R3-5300U/ 14 Inches /8GB Ram DDR4 /512 GB SSD/Windows 11 Home) One Year Warranty, 600A9Pa","25,990",https://amazon.in/HP-R3-5300U-Windows-Warranty-600A9PA/dp/B0CKN82JBF/ref=sr_1_72?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.uuIiL249xSton8x94GYpldKN-tg8Il8dxVLNEU987kzitcWnPW8muMnrYAZjjwd7G1CVWXz8W6EM-9E_uZ2N6U5yDtLT2CtRp1zVXr2BMUgP-GaS7644SeLmrW1Ai4WSEZrfx6cZzj8sA5Vf0D7fmMT4mYIV2RZAkBbCDLpm275Ca5JbznWlsJiO0JurDTwNrIEqOtNcED6UN0PjocICSD479DYlLGACI48HWKzPnKE._vDKGM66_LGvV7NQiUW4YDs2wkcpPp6om5oXcPXxD18&dib_tag=se&keywords=laptop&qid=1739981428&sprefix=laptop%2Caps%2C345&sr=8-72
332,"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty","24,990",https://amazon.in/Lenovo-V15-Lifetime-Validity-Warranty/dp/B0CL7CMTXS/ref=sr_1_51?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.I9NEG32TRrQSIhdkO5jOcVIwX-6J8oawcCrbprdGGI15hiohuAXjjm_gbmb8LfVGDlYXw4L58InYxjh_c1-nH347pcIwUHIFFTIgLBTyBAY7quzFqba62PxkTuneZs0faSUImoFlCR5HuohzMUAZuBrxQyDwz-Kkz4JEt1egHiGk94hqMtVdzXVtq8_4bFsH_OLyI9v8fPnAkUTXYZ9ScEKcg65dKtjectfigAQbT6Q.Zb2axZQbKbGYY-vfXoO55KmQZw9fYFdOJN4IxSwRIjY&dib_tag=se&keywords=laptop&qid=1739981418&sprefix=laptop%2Caps%2C345&sr=8-51
0,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","24,490",https://amazon.in/sspa/click?ie=UTF8&spc=MTo2NDAwMTA1NjU3NTU1NTYzOjE3Mzk5ODEzODM6c3BfYXRmX25leHQ6MzAwMjQwNjUxNDAyMDMyOjowOjo&url=%2FLenovo-IdeaPad-Celeron-Warranty-82V6009LIN%2Fdp%2FB0D6Z2H2HR%2Fref%3Dsr_1_17_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.eFCUMhD-naMzRtSQBmiuOJB8G3yluTCjxCcPytXQ7Agpjlq2MQF6_49XSryID1exwn2avL63j5MY4vF5DCalYcCHO9_j29i-Hap_-GBF7MvxbbMoCrbOectN4hHGhClD9f_dyJ0hi6SIg-AtI2QuAI3dlUa1U6OSbKX1PiqKQ4WnJEK2NDt8Rs_GQToQOcS_uEeYhYdA-ticQqnq3Q8MblWkXU89Yj6p3X4ndTt8CC4.fQ39sEce-DWCnkEey1WUWpyVdqIqjSck1fElItrhl50%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981383%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
23,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","24,490",https://amazon.in/Lenovo-IdeaPad-Celeron-Warranty-82V6009LIN/dp/B0D6Z2H2HR/ref=sr_1_25?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.eFCUMhD-naMzRtSQBmiuOJB8G3yluTCjxCcPytXQ7Agpjlq2MQF6_49XSryID1exwn2avL63j5MY4vF5DCalYcCHO9_j29i-Hap_-GBF7MvxbbMoCrbOectN4hHGhClD9f_dyJ0hi6SIg-AtI2QuAI3dlUa1U6OSbKX1PiqKQ4WnJEK2NDt8Rs_GQToQOcS_uEeYhYdA-ticQqnq3Q8MblWkXU89Yj6p3X4ndTt8CC4.fQ39sEce-DWCnkEey1WUWpyVdqIqjSck1fElItrhl50&dib_tag=se&keywords=laptop&qid=1739981383&sprefix=laptop%2Caps%2C345&sr=8-25
141,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","24,490",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0MjcwNTc1Nzc0NTUyNjI4OjE3Mzk5ODE0OTQ6c3BfYXRmX25leHQ6MzAwMjQwNjUxNDAyMDMyOjowOjo&url=%2FLenovo-IdeaPad-Celeron-Warranty-82V6009LIN%2Fdp%2FB0D6Z2H2HR%2Fref%3Dsr_1_178_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.ws-4bpEkLLOPnBfn3T-TZUq8oI2j4H_YaKyuqp7ocHZbCdl_Cd5RNs703XILSkkCYOEurajATsRk1AnHTjfsVSQHCcS42s6eySgfna5aTWPIrsTsrw3ZEESImA4upqy-OvFl3kNZsD8eE6qcga9XUNCM3AEno2PMUQgQAXycPvCh-GYZOfVO-ngJ9zHZv9GLOremHYgH5dvmhHPeEo_wTMaGbpaElhNaeNws_dlkrDk.7wXtOkKOxzqRqsqZh1ZmTckg7x9QvZfbXdClTsdg8Ds%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981493%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-178-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
161,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","24,490",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0MTcyNTgzNTczMzM3Nzk5OjE3Mzk5ODE1MDU6c3BfYXRmX25leHQ6MzAwMjQwNjUxNDAyMDMyOjowOjo&url=%2FLenovo-IdeaPad-Celeron-Warranty-82V6009LIN%2Fdp%2FB0D6Z2H2HR%2Fref%3Dsr_1_193_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.40YNIj9U0aPxUMAi83i-_lR9G5uN6JbhUYenavZvKujNVikU2GwZGZGiiWU82Dib32QFgviBKrLtnRhm5BZZLvgsAbxAY7rLjFmz9xQnj4Cs0-zUSRC3nvXOtizjxy2hNtf41tgLo7cUwIjJCKzCsrc-UsdyBTkKvoVAfRZuA68dHEIZvC2GgiXlYh_hVf2k24N1U95XZQXjWXiBHnvYUXzxsIsW2IK42HIUS90H1Fc.CXwVPv520eh6EyAFiIS-9xW3tzzyKwbkbNY3HywidCI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981505%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
184,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","24,490",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4NjI5NjA4ODgyNTUyMzE2OjE3Mzk5ODE1MTU6c3BfYXRmX25leHQ6MzAwMjQwNjUxNDAyMDMyOjowOjo&url=%2FLenovo-IdeaPad-Celeron-Warranty-82V6009LIN%2Fdp%2FB0D6Z2H2HR%2Fref%3Dsr_1_210_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.SFfsiIhWw1D_IRIEztVuI2ywo8SXsfVGkx4B7XqJ02SSEjLz19qc7gFkd3Q-eIqX9OUrTBhjdwivWTdmC94wm2mRw_Bgb4uP6zINPwDNS9i8BDVa8FiB80KmGwmWrlchlaYe6wWdXuZtg1QIEQQumbj--iX2E0k3ywY34RacAVFKvx3Bh4YY7ku3BeBaUtvn0Pc5prLh8kI1M4Uk7nZxbIlSW-FnX5GBEt0cQXbVtco.4sZXl1rv0kp229tqLCxOI0JRyoBVk4rLu-jSOYU0f_4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981515%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-210-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
228,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","24,490",https://amazon.in/sspa/click?ie=UTF8&spc=MTo2MDI1NjcwNTY1NzU0Njk6MTczOTk4MTUzNTpzcF9hdGZfbmV4dDozMDAyNDA2NTE0MDIwMzI6OjA6Og&url=%2FLenovo-IdeaPad-Celeron-Warranty-82V6009LIN%2Fdp%2FB0D6Z2H2HR%2Fref%3Dsr_1_241_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.7ZgPmNgyOzSGPJUq09HPPgXpo5X8QPyN9BfxUG5by8lP58ofFqiKzbMTafN-oBy15uNtBULDHsstf1bTLIvoARLF3w-rlqpusHy-w3exfuz15kfan1bno0XJWPcdyKitf_EzMFrFrVcbZrRyXIny5WQjVyYO_e3b2foXnUoHPFOlh6rhYi1_b-JyD_4T_S8Lf4pF8HzE8JNDCyM2-Uxm3tL-5qZGqVp3_B0fB-qmL8c.PX6y45nnbUPjxZfGVyt13-fFNTF5oa73WK9BbSpgOXM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981535%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
249,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","24,490",https://amazon.in/sspa/click?ie=UTF8&spc=MTozNTE2MzY5NzMwNDQ5NzU4OjE3Mzk5ODE1NDQ6c3BfYXRmX25leHQ6MzAwMjQwNjUxNDAyMDMyOjowOjo&url=%2FLenovo-IdeaPad-Celeron-Warranty-82V6009LIN%2Fdp%2FB0D6Z2H2HR%2Fref%3Dsr_1_257_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.6ZQHfCOxKi7ErxqGm8SsDnO9tk1QicEzlDFjEEPMAc7pIQihdJ4mXhge6YtmLl_TaYFaftyhXrUNSzV0V6hMZeSPds_i7QMkNbESJrZBDqSiDPpiAlYK-OGrzOmE6sacq00bNPf8rJwGqs16KmqeWb05TxjA0k5GBrAi4UjPtJF0chZBFf0tv8KkAfDc_e6n4fRIHXH6dsKBuqalKbogPw2aYzu3olM7a27zBPxcLhc.se5UUPFC7_gkA1qOzXXSxNP1Vkveu2T-ylGlJu8ESxU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981544%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-257-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
271,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","24,490",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4Mjk4MTE1NzkxMDcwMjc6MTczOTk4MTU1NTpzcF9hdGZfbmV4dDozMDAyNDA2NTE0MDIwMzI6OjA6Og&url=%2FLenovo-IdeaPad-Celeron-Warranty-82V6009LIN%2Fdp%2FB0D6Z2H2HR%2Fref%3Dsr_1_273_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.7c7jCl8iVuNW85u989NVeQHZAqNSxwAs4rOmKiJjGx95v67KQvI3-GwF7KEi-V4gwFg5OMl97jWhpRyvAXI03Zsa7Qens6h3yP__zfnCk6Ls2DG-JN29qfA4jJLHwkLtsIqnqNYlupzCxMxOUNy0w_2o3NBUaqimt9z5qZdJc-0zk8FlxNFTsgO74LXV78lwbkDQH7PKTidbh9nMNg82gv5foEo8s4b_9guwYfneIZo.4oi4fNCAb0sg8PFaHO5ujwCGnDLC9qAAMgV1lOemGd8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981555%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-273-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
292,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","24,490",https://amazon.in/sspa/click?ie=UTF8&spc=MToxODk4MTIzMzkyNzIxMzU1OjE3Mzk5ODE1NjQ6c3BfYXRmX25leHQ6MzAwMjQwNjUxNDAyMDMyOjowOjo&url=%2FLenovo-IdeaPad-Celeron-Warranty-82V6009LIN%2Fdp%2FB0D6Z2H2HR%2Fref%3Dsr_1_289_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.9P3PdbiA7C9g-YyuqxVOKcm24nfASEJJC1v7q506kjBcEAkHPTbTJhnOSzSerZ0aIKY6JMxExWWaAPScwyU1I3js4T-vFxrieIs-5hPTlKrnPUY1U0ivmEWCdgNroCQKPwYf76Dxa_gyfXtssXPCw-_6t2IzOM6koyDAbVgdZAtAF_NdUolbBVulMFnaBIYeQHdPVrspg0zjY9_LnSWbE1M5Cwd8bdWxrGvw4A1tarI.yvdtu4tSkMwANt0J4yERXrHmMVGZ13ZDY1OpvxOMeVs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981564%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
218,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","23,990",https://amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_20?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.eFCUMhD-naMzRtSQBmiuOJB8G3yluTCjxCcPytXQ7Agpjlq2MQF6_49XSryID1exwn2avL63j5MY4vF5DCalYcCHO9_j29i-Hap_-GBF7MvxbbMoCrbOectN4hHGhClD9f_dyJ0hi6SIg-AtI2QuAI3dlUa1U6OSbKX1PiqKQ4WnJEK2NDt8Rs_GQToQOcS_uEeYhYdA-ticQqnq3Q8MblWkXU89Yj6p3X4ndTt8CC4.fQ39sEce-DWCnkEey1WUWpyVdqIqjSck1fElItrhl50&dib_tag=se&keywords=laptop&qid=1739981383&sprefix=laptop%2Caps%2C345&sr=8-20
378,"CHUWI CoreBook X Laptop 12thGen i3-1220P Processor, 8GB DDR4 RAM and 512GB SSD, Intel® UHD Graphics,14.0"" FHD IPS Display, Backlit Keyboard, Windows 11 Home, WIFI6, BT5.2, 3.5MM Jack, Metal Body, Grey","23,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1NDgwMTY5OTM3NDQwMTM3OjE3Mzk5ODE0Mzc6c3BfYXRmX25leHQ6MzAwNDYzMTMxNzEwMTMyOjowOjo&url=%2FCoreBook-i3-1220P-Processor-Graphics-Keyboard%2Fdp%2FB0DNK44J6V%2Fref%3Dsr_1_81_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.os94n36cK4_OwBRZVexVVGuAwrjTQvocAnQ52aGAhECeHv4IOonIO2SqlDFkuTPCVj_MNTSajDSYE5JArGqUnBu4XeF1jr5YC7XG5bNLl5ZCu0pjPfk7kBChSEUpYu-LSJ2lqkchX_KQMwZVacRlt15q0YbsRaBsJ3QU7RAHnZ0dpQfBAXKPBVQy8DnaMq95VXefhvEg_8CCIbfV74gAAqcthlOKI6CA3V_M1bMplFU.i5YaJCJknKvLjobAiMp1uFpoFYEsYJM7EjqkEDE98TY%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981437%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
4,"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display","23,890",https://amazon.in/Acer-Business-Processor-Graphics-Z2-493/dp/B0B42QJMJP/ref=sr_1_86?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.os94n36cK4_OwBRZVexVVGuAwrjTQvocAnQ52aGAhECeHv4IOonIO2SqlDFkuTPCVj_MNTSajDSYE5JArGqUnBu4XeF1jr5YC7XG5bNLl5ZCu0pjPfk7kBChSEUpYu-LSJ2lqkchX_KQMwZVacRlt15q0YbsRaBsJ3QU7RAHnZ0dpQfBAXKPBVQy8DnaMq95VXefhvEg_8CCIbfV74gAAqcthlOKI6CA3V_M1bMplFU.i5YaJCJknKvLjobAiMp1uFpoFYEsYJM7EjqkEDE98TY&dib_tag=se&keywords=laptop&qid=1739981437&sprefix=laptop%2Caps%2C345&sr=8-86
324,"Lenovo IdeaPad Slim 1 Intel® Celeron® N4020 15.6 inch (39.6cm) Thin & Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home & Student 2021/1Yr ADP Free/Grey/1.3Kg), 82V700KHIN","23,500",https://amazon.in/Lenovo-IdeaPad-Celeron%C2%AE-Windows-82V700KHIN/dp/B0DRCTY5JH/ref=sr_1_50?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.diilpvh_a3hsngxrfeRzX7vVEt_vARV40xZAIACo5V7G2Xkbnuq_9vw2fMaQ8hsXKdOrbcZ3RMPtxbh26p0C6dE3XExkADzCd1gDAgioioGXzgw-yFlp28EXWbl8N6artChTzFH0DFOFC1zwXsZjVJROlW_-C0fYpvcY3LrQ4YuOsL2TEvpJyA4L2NzWMegqNsd-5EzsahHp4om0c0JTJOUFj7-900lMmBcqFYpS9kg.GV3EAhqu8VxUBopa5GD9A1nkbj-kyE2Ndx0DJ3NkdmA&dib_tag=se&keywords=laptop&qid=1739981406&sprefix=laptop%2Caps%2C345&sr=8-50
339,"Lenovo Tab Plus with Octa JBL Hi-Fi Speakers| 8 GB RAM, 256 GB ROM| 11.5 Inch, 2K, 90 Hz Refresh| Wi-Fi Tablet| Android 14| 45 W Fast Charger| Built-in Kickstand| Color: Luna Grey","22,999",https://amazon.in/Lenovo-Speakers-Refresh-Android-Kickstand/dp/B0D6G4SKGK/ref=sr_1_57?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.I9NEG32TRrQSIhdkO5jOcVIwX-6J8oawcCrbprdGGI15hiohuAXjjm_gbmb8LfVGDlYXw4L58InYxjh_c1-nH347pcIwUHIFFTIgLBTyBAY7quzFqba62PxkTuneZs0faSUImoFlCR5HuohzMUAZuBrxQyDwz-Kkz4JEt1egHiGk94hqMtVdzXVtq8_4bFsH_OLyI9v8fPnAkUTXYZ9ScEKcg65dKtjectfigAQbT6Q.Zb2axZQbKbGYY-vfXoO55KmQZw9fYFdOJN4IxSwRIjY&dib_tag=se&keywords=laptop&qid=1739981418&sprefix=laptop%2Caps%2C345&sr=8-57
369,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","22,990",https://amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_79?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.uuIiL249xSton8x94GYpldKN-tg8Il8dxVLNEU987kzitcWnPW8muMnrYAZjjwd7G1CVWXz8W6EM-9E_uZ2N6U5yDtLT2CtRp1zVXr2BMUgP-GaS7644SeLmrW1Ai4WSEZrfx6cZzj8sA5Vf0D7fmMT4mYIV2RZAkBbCDLpm275Ca5JbznWlsJiO0JurDTwNrIEqOtNcED6UN0PjocICSD479DYlLGACI48HWKzPnKE._vDKGM66_LGvV7NQiUW4YDs2wkcpPp6om5oXcPXxD18&dib_tag=se&keywords=laptop&qid=1739981428&sprefix=laptop%2Caps%2C345&sr=8-79
34,"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN","21,290",https://amazon.in/Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_26?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.eFCUMhD-naMzRtSQBmiuOJB8G3yluTCjxCcPytXQ7Agpjlq2MQF6_49XSryID1exwn2avL63j5MY4vF5DCalYcCHO9_j29i-Hap_-GBF7MvxbbMoCrbOectN4hHGhClD9f_dyJ0hi6SIg-AtI2QuAI3dlUa1U6OSbKX1PiqKQ4WnJEK2NDt8Rs_GQToQOcS_uEeYhYdA-ticQqnq3Q8MblWkXU89Yj6p3X4ndTt8CC4.fQ39sEce-DWCnkEey1WUWpyVdqIqjSck1fElItrhl50&dib_tag=se&keywords=laptop&qid=1739981383&sprefix=laptop%2Caps%2C345&sr=8-26
21,"Chuwi GemiBook Plus 15.6"" Laptop, 8GB RAM 256GB SSD, Windows 11, Intel N100 (Upto 3.4GHz), WIFI 6, USB-A 3.0, Webcam, Bluetooth 5.2, HDMI Port, 38Wh, 1.7kg (Iron Gray)","20,990",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1NDgwMTY5OTM3NDQwMTM3OjE3Mzk5ODE0Mzc6c3BfYnRmOjMwMDE0NjU2MDYzODIzMjo6MDo6&url=%2FChuwi-GemiBook-Plus-Windows-Bluetooth%2Fdp%2FB0CP98WK8J%2Fref%3Dsr_1_102_sspa%3Fcrid%3D36REPC42ZM5VI%26dib%3DeyJ2IjoiMSJ9.os94n36cK4_OwBRZVexVVGuAwrjTQvocAnQ52aGAhECeHv4IOonIO2SqlDFkuTPCVj_MNTSajDSYE5JArGqUnBu4XeF1jr5YC7XG5bNLl5ZCu0pjPfk7kBChSEUpYu-LSJ2lqkchX_KQMwZVacRlt15q0YbsRaBsJ3QU7RAHnZ0dpQfBAXKPBVQy8DnaMq95VXefhvEg_8CCIbfV74gAAqcthlOKI6CA3V_M1bMplFU.i5YaJCJknKvLjobAiMp1uFpoFYEsYJM7EjqkEDE98TY%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1739981437%26sprefix%3Dlaptop%252Caps%252C345%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
325,"(Refurbished) Dell Latitude E7470 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM|512 GB SSD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|BT|Intel HD Graphics)","18,999",https://amazon.in/Refurbished-Dell-Latitude-Windows-Graphics/dp/B0DPH9C47C/ref=sr_1_51?crid=36REPC42ZM5VI&dib=eyJ2IjoiMSJ9.diilpvh_a3hsngxrfeRzX7vVEt_vARV40xZAIACo5V7G2Xkbnuq_9vw2fMaQ8hsXKdOrbcZ3RMPtxbh26p0C6dE3XExkADzCd1gDAgioioGXzgw-yFlp28EXWbl8N6artChTzFH0DFOFC1zwXsZjVJROlW_-C0fYpvcY3LrQ4YuOsL2TEvpJyA4L2NzWMegqNsd-5EzsahHp4om0c0JTJOUFj7-900lMmBcqFYpS9kg.GV3EAhqu8VxUBopa5GD9A1nkbj-kyE2Ndx0DJ3NkdmA&dib_tag=se&keywords=laptop&qid=1739981406&sprefix=laptop%2Caps%2C345&sr=8-51
